t_us,openloop_el_angle_rad,sensor_raw,sensor_error
1021454,-44.944809,1828,0
1022699,-44.999821,1827,0
1023948,-45.054832,1825,0
1025198,-45.109844,2271,0
1026448,-45.164856,1822,0
1027699,-45.219868,2276,0
1028948,-45.274879,2278,0
1030198,-45.329891,2048,0
1031448,-45.384903,2282,0
1032699,-45.439915,2285,0
1033954,-45.494926,2286,0
1035198,-45.549938,2289,0
1036448,-45.60495,2048,0
1037698,-45.659962,2293,0
1038948,-45.714973,2296,0
1040198,-45.769985,1797,0
1041448,-45.824997,2048,0
1042699,-45.880009,1791,0
1043948,-45.93502,1788,0
1045198,-45.990032,1786,0
1046448,-46.045044,1783,0
1047699,-46.100056,2315,0
1048948,-46.155067,2317,0
1050198,-46.210079,2048,0
1051448,-46.265091,2323,0
1052705,-46.320103,2325,0
1053948,-46.375114,2328,0
1055198,-46.430126,2331,0
1056448,-46.485138,2335,0
1057699,-46.54015,2338,0
1058948,-46.595161,2342,0
1060198,-46.650173,1750,0
1061448,-46.705185,1746,0
1062699,-46.760197,1742,0
1063948,-46.815208,1738,0
1065198,-46.87022,2047,0
1066448,-46.925232,1731,0
1067698,-46.980244,2367,0
1068948,-47.035255,2369,0
1070198,-47.090267,2373,0
1071448,-47.145279,2375,0
1072699,-47.200291,2378,0
1073948,-47.255302,2381,0
1075198,-47.310314,2385,0
1076448,-47.365326,2387,0
1077699,-47.420338,2390,0
1078948,-47.475349,2392,0
1080198,-47.530361,1700,0
1081454,-47.585373,1696,0
1082699,-47.640385,1694,0
1083948,-47.695396,1691,0
1085198,-47.750408,1689,0
1086454,-47.80542,1686,0
1087699,-47.860432,2048,0
1088947,-47.915443,2412,0
1090197,-47.970455,2413,0
1091448,-48.025467,2414,0
1092699,-48.080479,2416,0
1093947,-48.13549,2417,0
1095211,-48.190502,2419,0
1096447,-48.245514,2421,0
1097699,-48.300526,2047,0
1098954,-48.355537,2048,0
1100197,-48.410549,1667,0
1101447,-48.465561,1664,0
1102705,-48.520573,1662,0
1103947,-48.575584,1660,0
1105197,-48.630596,1657,0
1106447,-48.685608,1655,0
1107699,-48.74062,2048,0
1108947,-48.795631,2444,0
1110197,-48.850643,2446,0
1111447,-48.905655,2449,0
1112699,-48.960667,2451,0
1113954,-49.015678,2454,0
1115198,-49.07069,2456,0
1116447,-49.125702,2047,0
1117699,-49.180714,1635,0
1118947,-49.235725,2047,0
1120197,-49.290737,1633,0
1121448,-49.345749,1631,0
1122699,-49.400761,1629,0
1123947,-49.455772,1627,0
1125197,-49.510784,1625,0
1126447,-49.565796,2047,0
1127699,-49.620808,1620,0
1128947,-49.675819,2478,0
1130197,-49.730831,2481,0
1131459,-49.785843,2484,0
1132699,-49.840855,2488,0
1133947,-49.895866,2048,0
1135197,-49.950878,2494,0
1136447,-50.00589,2499,0
1137699,-50.060902,1593,0
1138947,-50.115913,2507,0
1140197,-50.170925,2048,0
1141447,-50.225937,1582,0
1142699,-50.280949,2517,0
1143948,-50.33596,1575,0
1145198,-50.390972,2047,0
1146448,-50.445984,2048,0
1147699,-50.500996,1565,0
1148948,-50.556007,2533,0
1150198,-50.611019,2536,0
1151448,-50.666031,2539,0
1152699,-50.721043,2543,0
1153948,-50.776054,2047,0
1155198,-50.831066,2550,0
1156448,-50.886078,2553,0
1157699,-50.94109,1539,0
1158948,-50.996101,2048,0
1160198,-51.051113,2047,0
1161448,-51.106125,1532,0
1162699,-51.161137,1530,0
1163948,-51.216148,1528,0
1165198,-51.27116,1526,0
1166448,-51.326172,2571,0
1167699,-51.381184,1522,0
1168948,-51.436195,2576,0
1170198,-51.491207,2578,0
1171448,-51.546219,2580,0
1172699,-51.601231,2582,0
1173948,-51.656242,2584,0
1175198,-51.711254,2586,0
1176454,-51.766266,2588,0
1177699,-51.821278,1505,0
1178948,-51.876289,2048,0
1180198,-51.931301,2048,0
1181448,-51.986313,1498,0
1182699,-52.041325,1494,0
1183954,-52.096336,1492,0
1185198,-52.151348,1490,0
1186448,-52.20636,2047,0
1187699,-52.261372,2048,0
1188948,-52.316383,2610,0
1190198,-52.371395,2612,0
1191448,-52.426407,2047,0
1192699,-52.481419,2615,0
1193948,-52.53643,2616,0
1195198,-52.591442,2618,0
1196448,-52.646454,2621,0
1197699,-52.701466,2048,0
1198948,-52.756477,2048,0
1200198,-52.811489,2047,0
1201448,-52.866501,1464,0
1202699,-52.921513,1462,0
1203948,-52.976524,1460,0
1205212,-53.031536,1458,0
1206448,-53.086548,2047,0
1207699,-53.14156,1452,0
1208948,-53.196571,2647,0
1210198,-53.251583,2650,0
1211448,-53.306595,2653,0
1212699,-53.361607,2656,0
1213948,-53.416618,2660,0
1215198,-53.47163,2662,0
1216448,-53.526642,2666,0
1217699,-53.581654,1427,0
1218954,-53.636665,2671,0
1220198,-53.691677,1420,0
1221448,-53.746689,1417,0
1222699,-53.801701,1413,0
1223948,-53.856712,1410,0
1225212,-53.911724,1407,0
1226448,-53.966736,2047,0
1227705,-54.021748,1399,0
1228948,-54.076759,2699,0
1230198,-54.131771,2703,0
1231448,-54.186783,2706,0
1232699,-54.241795,2709,0
1233947,-54.296806,2711,0
1235197,-54.351818,2713,0
1236447,-54.40683,2715,0
1237699,-54.461842,2048,0
1238948,-54.516853,2047,0
1240212,-54.571865,1371,0
1241448,-54.626877,1368,0
1242699,-54.681889,1365,0
1243947,-54.7369,1363,0
1245197,-54.791912,1361,0
1246454,-54.846924,2048,0
1247699,-54.901936,1356,0
1248947,-54.956947,2742,0
1250197,-55.011959,2745,0
1251447,-55.066971,2747,0
1252699,-55.121983,2750,0
1253947,-55.176994,2751,0
1255197,-55.232006,1342,0
1256448,-55.287018,2755,0
1257705,-55.34203,1339,0
1258947,-55.397041,2047,0
1260197,-55.452053,1337,0
1261447,-55.507065,1336,0
1262699,-55.562077,1334,0
1263947,-55.617088,1331,0
1265197,-55.6721,1330,0
1266447,-55.727112,2047,0
1267705,-55.782124,2048,0
1268947,-55.837135,2774,0
1270197,-55.892147,2776,0
1271447,-55.947159,2047,0
1272699,-56.002171,2782,0
1273947,-56.057182,2785,0
1275197,-56.112194,2048,0
1276447,-56.167206,2789,0
1277699,-56.222218,2792,0
1278947,-56.277229,1299,0
1280197,-56.332241,2798,0
1281447,-56.387253,1294,0
1282699,-56.442265,1291,0
1283947,-56.497276,2048,0
1285198,-56.552288,1288,0
1286448,-56.6073,2808,0
1287699,-56.662312,2048,0
1288948,-56.717323,1283,0
1290198,-56.772335,2815,0
1291448,-56.827347,2817,0
1292698,-56.882359,2820,0
1293948,-56.93737,2823,0
1295212,-56.992382,2047,0
1296454,-57.047394,2829,0
1297699,-57.102406,2048,0
1298948,-57.157417,1259,0
1300198,-57.212429,2047,0
1301448,-57.267441,1252,0
1302699,-57.322453,2048,0
1303948,-57.377464,2048,0
1305212,-57.432476,1242,0
1306448,-57.487488,1239,0
1307699,-57.5425,2859,0
1308948,-57.597511,1233,0
1310198,-57.652523,2865,0
1311448,-57.707535,2867,0
1312699,-57.762547,2870,0
1313948,-57.817558,2873,0
1315198,-57.87257,2048,0
1316448,-57.927582,2879,0
1317699,-57.982594,2882,0
1318948,-58.037605,1211,0
1320198,-58.092617,1207,0
1321448,-58.147629,1205,0
1322699,-58.202641,1201,0
1323948,-58.257652,2047,0
1325198,-58.312664,1195,0
1326448,-58.367676,2048,0
1327699,-58.422688,2904,0
1328948,-58.477699,2047,0
1330198,-58.532711,2907,0
1331454,-58.587723,2910,0
1332699,-58.642735,2911,0
1333948,-58.697746,2914,0
1335198,-58.752758,2916,0
1336448,-58.80777,2918,0
1337699,-58.862782,2921,0
1338948,-58.917793,1172,0
1340212,-58.972805,1169,0
1341448,-59.027817,1167,0
1342699,-59.082829,1165,0
1343948,-59.13784,1162,0
1345198,-59.192852,1160,0
1346448,-59.247864,2048,0
1347699,-59.302876,2941,0
1348948,-59.357887,2048,0
1350198,-59.412899,2947,0
1351448,-59.467911,2949,0
1352705,-59.522923,2951,0
1353948,-59.577934,2953,0
1355198,-59.632946,2955,0
1356448,-59.687958,2957,0
1357699,-59.74297,2959,0
1358948,-59.797981,1134,0
1360198,-59.852993,2047,0
1361448,-59.908005,1130,0
1362699,-59.963017,1128,0
1363954,-60.018028,1125,0
1365198,-60.07304,1123,0
1366448,-60.128052,1120,0
1367699,-60.183064,2048,0
1368948,-60.238075,2979,0
1370198,-60.293087,2981,0
1371448,-60.348099,2984,0
1372699,-60.403111,2986,0
1373948,-60.458122,2990,0
1375198,-60.513134,2992,0
1376447,-60.568146,2995,0
1377699,-60.623158,2998,0
1378947,-60.678169,1094,0
1380197,-60.733181,1091,0
1381448,-60.788193,1089,0
1382699,-60.843204,1086,0
1383947,-60.898216,1083,0
1385197,-60.953228,1081,0
1386448,-61.00824,1078,0
1387699,-61.063251,3021,0
1388947,-61.118263,2048,0
1390197,-61.173275,3027,0
1391448,-61.228287,3030,0
1392699,-61.283298,3033,0
1393947,-61.33831,3036,0
1395197,-61.393322,3040,0
1396448,-61.448334,2047,0
1397699,-61.503345,3046,0
1398947,-61.558357,1047,0
1400197,-61.613369,1044,0
1401448,-61.668381,1042,0
1402699,-61.723392,1040,0
1403947,-61.778404,1037,0
1405197,-61.833416,1035,0
1406448,-61.888428,1032,0
1407705,-61.943439,3066,0
1408947,-61.998451,2048,0
1410197,-62.053463,3072,0
1411447,-62.108475,3075,0
1412699,-62.163486,4095,0
1413947,-62.218498,3080,0
1415197,-62.27351,3083,0
1416447,-62.328522,1009,0
1417699,-62.383533,3090,0
1418947,-62.438545,0,0
1420211,-62.493557,999,0
1421446,-62.548569,4095,0
1422699,-62.60358,996,0
1423947,-62.658592,994,0
1425211,-62.713604,992,0
1426447,-62.768616,991,0
1427698,-62.823627,3106,0
1428948,-62.878639,4095,0
1430198,-62.933651,4095,0
1431448,-62.988663,3113,0
1432699,-63.043674,3115,0
1433948,-63.098686,3117,0
1435198,-63.153698,3120,0
1436448,-63.20871,973,0
1437699,-63.263721,3125,0
1438948,-63.318733,968,0
1440198,-63.373745,966,0
1441448,-63.428757,4095,0
1442699,-63.483768,961,0
1443948,-63.53878,958,0
1445198,-63.593792,0,0
1446448,-63.648804,953,0
1447705,-63.703815,0,0
1448948,-63.758827,3146,0
1450198,-63.813839,3148,0
1451448,-63.868851,3149,0
1452699,-63.923862,0,0
1453954,-63.978874,3152,0
1455198,-64.03389,3154,0
1456448,-64.088905,0,0
1457699,-64.143921,3158,0
1458948,-64.198936,0,0
1460212,-64.253952,932,0
1461448,-64.308968,0,0
1462699,-64.363983,926,0
1463948,-64.418999,923,0
1465198,-64.474014,921,0
1466448,-64.52903,917,0
1467699,-64.584045,3182,0
1468948,-64.639061,4095,0
1470198,-64.694077,3189,0
1471448,-64.749092,3192,0
1472699,-64.804108,3196,0
1473948,-64.859123,3198,0
1475198,-64.914139,3201,0
1476454,-64.969154,892,0
1477699,-65.02417,3206,0
1478948,-65.079185,887,0
1480198,-65.134201,884,0
1481448,-65.189217,881,0
1482699,-65.244232,878,0
1483948,-65.299248,874,0
1485212,-65.354263,872,0
1486448,-65.409279,868,0
1487699,-65.464294,3230,0
1488948,-65.51931,3234,0
1490198,-65.574326,3238,0
1491448,-65.629341,3241,0
1492699,-65.684357,3243,0
1493948,-65.739372,3247,0
1495198,-65.794388,3249,0
1496448,-65.849403,4095,0
1497699,-65.904419,0,0
1498948,-65.959435,840,0
1500198,-66.01445,837,0
1501448,-66.069466,835,0
1502699,-66.124481,832,0
1503948,-66.179497,830,0
1505198,-66.234512,828,0
1506448,-66.289528,4095,0
1507699,-66.344543,3272,0
1508948,-66.399559,4095,0
1510198,-66.454575,3276,0
1511448,-66.50959,3279,0
1512699,-66.564606,3281,0
1513948,-66.619621,3284,0
1515198,-66.674637,3287,0
1516448,-66.729652,3290,0
1517699,-66.784668,3291,0
1518948,-66.839684,802,0
1520198,-66.894699,0,0
1521454,-66.949715,799,0
1522699,-67.00473,798,0
1523954,-67.059746,796,0
1525198,-67.114761,794,0
1526448,-67.169777,792,0
1527699,-67.224792,0,0
1528947,-67.279808,3307,0
1530211,-67.334824,3310,0
1531448,-67.389839,3312,0
1532699,-67.444855,3314,0
1533948,-67.49987,3316,0
1535197,-67.554886,3318,0
1536448,-67.609901,3320,0
1537699,-67.664917,4095,0
1538948,-67.719933,771,0
1540197,-67.774948,768,0
1541454,-67.829964,766,0
1542699,-67.884979,763,0
1543948,-67.939995,759,0
1545197,-67.99501,756,0
1546448,-68.050026,754,0
1547699,-68.105042,0,0
1548948,-68.160057,4095,0
1550197,-68.215073,4095,0
1551448,-68.270088,3351,0
1552699,-68.325104,3354,0
1553947,-68.380119,3357,0
1555197,-68.435135,3361,0
1556447,-68.49015,731,0
1557699,-68.545166,3367,0
1558947,-68.600182,0,0
1560197,-68.655197,721,0
1561447,-68.710213,717,0
1562699,-68.765228,713,0
1563947,-68.820244,710,0
1565197,-68.875259,0,0
1566446,-68.930275,703,0
1567699,-68.985291,0,0
1568947,-69.040306,3398,0
1570197,-69.095322,695,0
1571448,-69.150337,3404,0
1572699,-69.205353,0,0
1573948,-69.260368,3410,0
1575198,-69.315384,3412,0
1576448,-69.370399,0,0
1577699,-69.425415,3418,0
1578948,-69.480431,3420,0
1580198,-69.535446,672,0
1581448,-69.590462,669,0
1582705,-69.645477,666,0
1583948,-69.700493,664,0
1585198,-69.755508,0,0
1586448,-69.810524,659,0
1587699,-69.86554,0,0
1588948,-69.920555,3439,0
1590198,-69.975571,0,0
1591448,-70.030586,3442,0
1592699,-70.085602,3444,0
1593948,-70.140617,3445,0
1595198,-70.195633,3447,0
1596448,-70.250648,646,0
1597699,-70.305664,3451,0
1598948,-70.36068,0,0
1600198,-70.415695,639,0
1601448,-70.470711,636,0
1602699,-70.525726,635,0
1603948,-70.580742,632,0
1605198,-70.635757,630,0
1606454,-70.690773,627,0
1607699,-70.745789,0,0
1608948,-70.800804,3472,0
1610198,-70.85582,620,0
1611454,-70.910835,3476,0
1612698,-70.965851,3479,0
1613948,-71.020866,3482,0
1615198,-71.075882,3484,0
1616448,-71.130898,3485,0
1617699,-71.185913,3486,0
1618948,-71.240929,3488,0
1620198,-71.295944,605,0
1621448,-71.35096,605,0
1622699,-71.405975,602,0
1623954,-71.460991,600,0
1625198,-71.516006,598,0
1626448,-71.571022,595,0
1627699,-71.626038,4095,0
1628948,-71.681053,3505,0
1630198,-71.736069,3509,0
1631448,-71.791084,3512,0
1632699,-71.8461,3514,0
1633948,-71.901115,4095,0
1635198,-71.956131,3522,0
1636448,-72.011147,0,0
1637699,-72.066162,3530,0
1638948,-72.121178,0,0
1640212,-72.176193,558,0
1641448,-72.231209,554,0
1642705,-72.286224,552,0
1643948,-72.34124,549,0
1645198,-72.396255,545,0
1646448,-72.451271,542,0
1647699,-72.506287,0,0
1648948,-72.561302,0,0
1650212,-72.616318,3562,0
1651448,-72.671333,3566,0
1652699,-72.726349,3569,0
1653948,-72.781364,3573,0
1655198,-72.83638,3576,0
1656448,-72.891396,3580,0
1657699,-72.946411,0,0
1658954,-73.001427,3585,0
1660198,-73.056442,508,0
1661447,-73.111458,506,0
1662699,-73.166473,505,0
1663954,-73.221489,502,0
1665197,-73.276505,501,0
1666448,-73.33152,499,0
1667699,-73.386536,0,0
1668948,-73.441551,3601,0
1670197,-73.496567,0,0
1671448,-73.551582,3606,0
1672699,-73.606598,3608,0
1673947,-73.661613,3610,0
1675212,-73.716629,3611,0
1676447,-73.771645,4095,0
1677705,-73.82666,0,0
1678947,-73.881676,477,0
1680197,-73.936691,474,0
1681447,-73.991707,472,0
1682705,-74.046722,469,0
1683947,-74.101738,467,0
1685198,-74.156754,465,0
1686447,-74.211769,463,0
1687699,-74.266785,461,0
1688948,-74.3218,460,0
1690197,-74.376816,3637,0
1691448,-74.431831,3639,0
1692699,-74.486847,3640,0
1693947,-74.541862,0,0
1695212,-74.596878,3644,0
1696447,-74.651894,3646,0
1697699,-74.706909,447,0
1698947,-74.761925,0,0
1700197,-74.81694,441,0
1701447,-74.871956,439,0
1702699,-74.926971,437,0
1703947,-74.981987,435,0
1705197,-75.037003,432,0
1706447,-75.092018,0,0
1707699,-75.147034,0,0
1708947,-75.202049,3672,0
1710197,-75.257065,0,0
1711447,-75.31208,3678,0
1712698,-75.367096,3681,0
1713954,-75.422112,0,0
1715198,-75.477127,3687,0
1716448,-75.532143,3690,0
1717699,-75.587158,402,0
1718948,-75.642174,4095,0
1720198,-75.697189,0,0
1721448,-75.752205,392,0
1722699,-75.80722,389,0
1723948,-75.862236,386,0
1725198,-75.917252,382,0
1726448,-75.972267,3716,0
1727699,-76.027283,375,0
1728948,-76.082298,0,0
1730198,-76.137314,3727,0
1731448,-76.192329,4095,0
1732699,-76.247345,3732,0
1733948,-76.302361,3735,0
1735198,-76.357376,3737,0
1736448,-76.412392,3740,0
1737699,-76.467407,353,0
1738948,-76.522423,0,0
1740198,-76.577438,4095,0
1741448,-76.632454,345,0
1742699,-76.687469,343,0
1743948,-76.742485,340,0
1745198,-76.797501,337,0
1746448,-76.852516,4095,0
1747699,-76.907532,333,0
1748948,-76.962547,3766,0
1750198,-77.017563,3768,0
1751448,-77.072578,0,0
1752699,-77.127594,3773,0
1753948,-77.18261,3775,0
1755198,-77.237625,3777,0
1756448,-77.292641,3778,0
1757699,-77.347656,0,0
1758954,-77.402672,3781,0
1760212,-77.457687,4095,0
1761448,-77.512703,312,0
1762699,-77.567719,310,0
1763948,-77.622734,309,0
1765198,-77.67775,306,0
1766448,-77.732765,303,0
1767699,-77.787781,300,0
1768948,-77.842796,3797,0
1770198,-77.897812,3800,0
1771448,-77.952827,4095,0
1772699,-78.007843,3805,0
1773948,-78.062859,3807,0
1775198,-78.117874,4095,0
1776448,-78.17289,3813,0
1777705,-78.227905,280,0
1778948,-78.282921,0,0
1780198,-78.337936,273,0
1781448,-78.392952,270,0
1782705,-78.447968,269,0
1783948,-78.502983,268,0
1785198,-78.557999,266,0
1786448,-78.613014,4095,0
1787699,-78.66803,262,0
1788948,-78.723045,3835,0
1790212,-78.778061,4095,0
1791448,-78.833076,0,0
1792699,-78.888092,3843,0
1793948,-78.943108,3845,0
1795198,-78.998123,3849,0
1796448,-79.053139,3852,0
1797699,-79.108154,0,0
1798948,-79.16317,0,0
1800198,-79.218185,0,0
1801448,-79.273201,229,0
1802699,-79.328217,226,0
1803948,-79.383232,223,0
1805197,-79.438248,219,0
1806448,-79.493263,216,0
1807705,-79.548279,214,0
1808947,-79.603294,4095,0
1810198,-79.65831,3886,0
1811447,-79.713326,3889,0
1812699,-79.768341,3892,0
1813947,-79.823357,3895,0
1815197,-79.878372,3899,0
1816448,-79.933388,3901,0
1817699,-79.988403,192,0
1818948,-80.043419,0,0
1820197,-80.098434,186,0
1821448,-80.15345,182,0
1822699,-80.208466,179,0
1823947,-80.263481,176,0
1825197,-80.318497,174,0
1826448,-80.373512,171,0
1827699,-80.428528,4095,0
1828947,-80.483543,4095,0
1830197,-80.538559,4095,0
1831454,-80.593575,0,0
1832705,-80.64859,3933,0
1833947,-80.703606,3936,0
1835198,-80.758621,0,0
1836447,-80.813637,3940,0
1837705,-80.868652,3942,0
1838947,-80.923668,150,0
1840197,-80.978683,0,0
1841447,-81.033699,145,0
1842699,-81.088715,143,0
1843947,-81.14373,141,0
1845197,-81.198746,138,0
1846447,-81.253761,136,0
1847705,-81.308777,4095,0
1848947,-81.363792,130,0
1850197,-81.418808,3968,0
1851447,-81.473824,0,0
1852699,-81.528839,3973,0
1853947,-81.583855,3975,0
1855197,-81.63887,0,0
1856448,-81.693886,3979,0
1857699,-81.748901,3980,0
1858948,-81.803917,113,0
1860198,-81.858932,111,0
1861448,-81.913948,108,0
1862699,-81.968964,106,0
1863948,-82.023979,104,0
1865198,-82.078995,102,0
1866448,-82.13401,99,0
1867699,-82.189026,3998,0
1868954,-82.244041,95,0
1870198,-82.299057,4002,0
1871448,-82.354073,4005,0
1872699,-82.409088,0,0
1873948,-82.464104,4010,0
1875198,-82.519119,0,0
1876448,-82.574135,4016,0
1877699,-82.62915,4019,0
1878948,-82.684166,73,0
1880198,-82.739182,71,0
1881448,-82.794197,68,0
1882699,-82.849213,65,0
1883948,-82.904228,63,0
1885198,-82.959244,60,0
1886448,-83.014259,57,0
1887699,-83.069275,4041,0
1888948,-83.12429,51,0
1890198,-83.179306,4047,0
1891448,-83.234322,4050,0
1892699,-83.289337,0,0
1893948,-83.344353,4057,0
1895198,-83.399368,4060,0
1896448,-83.454384,4095,0
1897699,-83.509399,4066,0
1898948,-83.564415,26,0
1900212,-83.619431,24,0
1901448,-83.674446,22,0
1902699,-83.729462,19,0
1903948,-83.784477,17,0
1905198,-83.839493,15,0
1906448,-83.894508,11,0
1907699,-83.949524,0,0
1908948,-84.004539,0,0
1910212,-84.059555,4092,0
1911448,-84.114571,4095,0
1912699,-84.169586,0,0
1913948,-84.224602,5,0
1915198,-84.279617,8,0
1916448,-84.334633,4095,0
1917699,-84.389648,14,0
1918948,-84.444664,4078,0
1920198,-84.49968,4075,0
1921448,-84.554695,4073,0
1922699,-84.609711,4071,0
1923948,-84.664726,4070,0
1925198,-84.719742,4069,0
1926448,-84.774757,4068,0
1927699,-84.829773,0,0
1928948,-84.884789,4063,0
1930198,-84.939804,34,0
1931448,-84.99482,37,0
1932699,-85.049835,39,0
1933948,-85.104851,43,0
1935198,-85.159866,45,0
1936448,-85.214882,47,0
1937699,-85.269897,50,0
1938954,-85.324913,4043,0
1940198,-85.379929,4041,0
1941454,-85.434944,0,0
1942699,-85.48996,4036,0
1943948,-85.544975,4033,0
1945198,-85.599991,4031,0
1946448,-85.655006,4028,0
1947699,-85.710022,4027,0
1948947,-85.765038,4025,0
1950197,-85.820053,72,0
1951448,-85.875069,73,0
1952699,-85.930084,75,0
1953948,-85.9851,76,0
1955197,-86.040115,78,0
1956448,-86.095131,79,0
1957699,-86.150146,82,0
1958947,-86.205162,4010,0
1960197,-86.260178,4007,0
1961447,-86.315193,4005,0
1962699,-86.370209,4002,0
1963947,-86.425224,3998,0
1965197,-86.48024,3996,0
1966447,-86.535255,3993,0
1967699,-86.590271,0,0
1968947,-86.645287,4095,0
1970198,-86.700302,4095,0
1971447,-86.755318,116,0
1972699,-86.810333,119,0
1973948,-86.865349,121,0
1975197,-86.920364,124,0
1976448,-86.97538,127,0
1977699,-87.030396,129,0
1978948,-87.085411,132,0
1980197,-87.140427,3960,0
1981447,-87.195442,3957,0
1982699,-87.250458,3953,0
1983947,-87.305473,3950,0
1985197,-87.360489,3947,0
1986447,-87.415504,3944,0
1987699,-87.47052,3941,0
1988947,-87.525536,159,0
1990211,-87.580551,3933,0
1991447,-87.635567,166,0
1992698,-87.690582,169,0
1993947,-87.745598,171,0
1995211,-87.800613,174,0
1996453,-87.855629,3919,0
1997699,-87.910645,178,0
1998948,-87.96566,4095,0
